time_min,dex_price,supply,oracle_price,regime,bad_debt_cumulative,usdc_pool,allocator_inflow,arb_borrow
75.2000000000,0.0355319995,152000000.0000000000,1.1300000000,0.0000000000,4728420.3115331205,600000.0000000000,0.0000000000,15000.0000000000
75.4000000000,0.0357118079,152000000.0000000000,1.1300000000,0.0000000000,4742884.6344148209,630000.0000000000,45000.0000000000,15000.0000000000
75.6000000000,0.0358933315,152000000.0000000000,1.1300000000,0.0000000000,4757346.2344420655,615000.0000000000,0.0000000000,15000.0000000000
75.8000000000,0.0360764978,152000000.0000000000,1.1300000000,0.0000000000,4771805.0869756639,600000.0000000000,0.0000000000,15000.0000000000
76.0000000000,0.0362612334,152000000.0000000000,1.1300000000,0.0000000000,4786261.1684753885,630000.0000000000,45000.0000000000,15000.0000000000
76.2000000000,0.0364474644,152000000.0000000000,1.1300000000,0.0000000000,4800714.4565093871,615000.0000000000,0.0000000000,15000.0000000000
76.4000000000,0.0366351164,152000000.0000000000,1.1300000000,0.0000000000,4815164.9297631560,600000.0000000000,0.0000000000,15000.0000000000
76.6000000000,0.0368241143,152000000.0000000000,1.1300000000,0.0000000000,4829612.5680480665,630000.0000000000,45000.0000000000,15000.0000000000
76.8000000000,0.0370143826,152000000.0000000000,1.1300000000,0.0000000000,4844057.3523094403,615000.0000000000,0.0000000000,15000.0000000000
77.0000000000,0.0372058450,152000000.0000000000,1.1300000000,0.0000000000,4858499.2646341696,600000.0000000000,0.0000000000,15000.0000000000
77.2000000000,0.0373984251,152000000.0000000000,1.1300000000,0.0000000000,4872938.2882578839,630000.0000000000,45000.0000000000,15000.0000000000
77.4000000000,0.0375920457,152000000.0000000000,1.1300000000,0.0000000000,4887374.4075716538,615000.0000000000,0.0000000000,15000.0000000000
77.6000000000,0.0377866296,152000000.0000000000,1.1300000000,0.0000000000,4901807.6081282357,600000.0000000000,0.0000000000,15000.0000000000
77.8000000000,0.0379820987,152000000.0000000000,1.1300000000,0.0000000000,4916237.8766478486,630000.0000000000,45000.0000000000,15000.0000000000
78.0000000000,0.0381783750,152000000.0000000000,1.1300000000,0.0000000000,4930665.2010234892,615000.0000000000,0.0000000000,15000.0000000000
78.2000000000,0.0383753798,152000000.0000000000,1.1300000000,0.0000000000,4945089.5703257713,600000.0000000000,0.0000000000,15000.0000000000
78.4000000000,0.0385730346,152000000.0000000000,1.1300000000,0.0000000000,4959510.9748072987,630000.0000000000,45000.0000000000,15000.0000000000
78.6000000000,0.0387712600,152000000.0000000000,1.1300000000,0.0000000000,4973929.4059065646,615000.0000000000,0.0000000000,15000.0000000000
78.8000000000,0.0389699770,152000000.0000000000,1.1300000000,0.0000000000,4988344.8562513748,600000.0000000000,0.0000000000,15000.0000000000
79.0000000000,0.0391691060,152000000.0000000000,1.1300000000,0.0000000000,5002757.3196617970,630000.0000000000,45000.0000000000,15000.0000000000
79.2000000000,0.0393685673,152000000.0000000000,1.1300000000,0.0000000000,5017166.7911526337,615000.0000000000,0.0000000000,15000.0000000000
79.4000000000,0.0395682811,152000000.0000000000,1.1300000000,0.0000000000,5031573.2669354146,600000.0000000000,0.0000000000,15000.0000000000
79.6000000000,0.0397681677,152000000.0000000000,1.1300000000,0.0000000000,5045976.7444199137,630000.0000000000,45000.0000000000,15000.0000000000
79.8000000000,0.0399681470,152000000.0000000000,1.1300000000,0.0000000000,5060377.2222151831,615000.0000000000,0.0000000000,15000.0000000000
80.0000000000,0.0401681390,152000000.0000000000,1.1300000000,0.0000000000,5074774.7001301106,600000.0000000000,0.0000000000,15000.0000000000
80.2000000000,0.0403680638,182000000.0000000000,1.1300000000,0.0000000000,5089169.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
80.4000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5103719.1791734966,615000.0000000000,0.0000000000,15000.0000000000
80.6000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5118269.1791734966,600000.0000000000,0.0000000000,15000.0000000000
80.8000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5132819.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
81.0000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5147369.1791734966,615000.0000000000,0.0000000000,15000.0000000000
81.2000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5161919.1791734966,600000.0000000000,0.0000000000,15000.0000000000
81.4000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5176469.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
81.6000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5191019.1791734966,615000.0000000000,0.0000000000,15000.0000000000
81.8000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5205569.1791734966,600000.0000000000,0.0000000000,15000.0000000000
82.0000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5220119.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
82.2000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5234669.1791734966,615000.0000000000,0.0000000000,15000.0000000000
82.4000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5249219.1791734966,600000.0000000000,0.0000000000,15000.0000000000
82.6000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5263769.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
82.8000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5278319.1791734966,615000.0000000000,0.0000000000,15000.0000000000
83.0000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5292869.1791734966,600000.0000000000,0.0000000000,15000.0000000000
83.2000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5307419.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
83.4000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5321969.1791734966,615000.0000000000,0.0000000000,15000.0000000000
83.6000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5336519.1791734966,600000.0000000000,0.0000000000,15000.0000000000
83.8000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5351069.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
84.0000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5365619.1791734966,615000.0000000000,0.0000000000,15000.0000000000
84.2000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5380169.1791734966,600000.0000000000,0.0000000000,15000.0000000000
84.4000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5394719.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
84.6000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5409269.1791734966,615000.0000000000,0.0000000000,15000.0000000000
84.8000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5423819.1791734966,600000.0000000000,0.0000000000,15000.0000000000
85.0000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5438369.1791734966,630000.0000000000,45000.0000000000,15000.0000000000
85.2000000000,0.0300000000,182000000.0000000000,1.1300000000,0.0000000000,5452919.1791734966,615000.0000000000,0.0000000000,15000.0000000000
85.4000000000,0.0350499992,182000000.0000000000,1.1300000000,0.0000000000,5467393.4291859968,600000.0000000000,0.0000000000,15000.0000000000
85.6000000000,0.0350999933,182000000.0000000000,1.1300000000,0.0000000000,5481866.9292859947,630000.0000000000,45000.0000000000,15000.0000000000
85.8000000000,0.0351499775,182000000.0000000000,1.1300000000,0.0000000000,5496339.6796234800,615000.0000000000,0.0000000000,15000.0000000000
